"","year","tmax","tmin","af","rain","sun","location"
"1",1853,NA,NA,NA,NA,NA,"T01"
"2",1854,7.4,0.75,12.5,24.6,NA,"T01"
"3",1855,5.525,-0.675,15.25,31.825,NA,"T01"
"4",1856,7.15,1.375,10.5,40.025,NA,"T01"
"5",1857,7.275,0.75,12.5,45.025,NA,"T01"
"6",1858,7.525,1.075,13.25,24.875,NA,"T01"
"7",1859,8.825,2.9,5,39.15,NA,"T01"
"8",1860,6.35,-1.11022302462516e-16,13.5,52.6,NA,"T01"
"9",1861,6.55,NA,NA,43.625,NA,"T01"
"10",1862,7.575,2.75,7,62.575,NA,"T01"
"11",1863,9.2,2.725,4.5,38.125,NA,"T01"
"12",1864,7.25,1.125,10.75,38.075,NA,"T01"
"13",1865,5.325,0.1,13.25,41.35,NA,"T01"
"14",1866,8.325,2.475,7.25,59.7,NA,"T01"
"15",1867,7.475,1.775,10.5,57.525,NA,"T01"
"16",1868,8.25,2,10,50.975,NA,"T01"
"17",1869,9.05,3.6,4.5,72.475,NA,"T01"
"18",1870,6.225,1.15,11.25,52.25,NA,"T01"
"19",1871,6.7,0.875,11.75,32.125,NA,"T01"
"20",1872,8.8,2.95,6.25,54.7,NA,"T01"
"21",1873,7.4,2.2,7.75,63.55,NA,"T01"
"22",1874,8.5,2.3,9,32.525,NA,"T01"
"23",1875,6.475,1.15,13.25,50.75,NA,"T01"
"24",1876,7.1,1.975,9,56.65,NA,"T01"
"25",1877,9.125,3.575,4.75,84.775,NA,"T01"
"26",1878,8.4,2.825,7,35.65,NA,"T01"
"27",1879,4.825,-0.65,16.5,55.5,NA,"T01"
"28",1880,6.85,-0.2,14.5,31.5,NA,"T01"
"29",1881,6.925,0.8,11.5,53.875,NA,"T01"
"30",1882,9.15,3.1,4.75,42.725,NA,"T01"
"31",1883,8.125,2.15,8.5,64.3,NA,"T01"
"32",1884,9.15,3.475,3.25,34.65,NA,"T01"
"33",1885,7.875,2.2,8,50.95,NA,"T01"
"34",1886,5.525,0.3,15.75,46.025,NA,"T01"
"35",1887,6.25,-0.1,14.5,61.75,NA,"T01"
"36",1888,5.575,0.3,17.25,51.1,NA,"T01"
"37",1889,6.875,0.85,13.5,42.75,NA,"T01"
"38",1890,7.675,1.575,9,30.425,NA,"T01"
"39",1891,5.325,-1.3,17.75,22.65,NA,"T01"
"40",1892,6.35,0.325,14.75,31.55,NA,"T01"
"41",1893,7.7,0.825,12.25,36.8,NA,"T01"
"42",1894,8.575,1.725,6.5,45.9,NA,"T01"
"43",1895,5.6,-0.575,15.5,40.625,NA,"T01"
"44",1896,8.35,2.5,5.75,38.1,NA,"T01"
"45",1897,7.5,2.425,7.75,63.9,NA,"T01"
"46",1898,8.3,2.175,9.25,32.2,NA,"T01"
"47",1899,9.675,2.625,8.75,49.775,NA,"T01"
"48",1900,6.35,0.875,10.25,52.9,NA,"T01"
"49",1901,7.175,1.825,9.5,44.425,NA,"T01"
"50",1902,7.475,1.7,11,39.575,NA,"T01"
"51",1903,8.875,3.425,4,49.05,NA,"T01"
"52",1904,6.8,1.525,8.75,52,NA,"T01"
"53",1905,8.05,2.275,7.5,38.175,NA,"T01"
"54",1906,7.825,2.025,7.25,46.75,NA,"T01"
"55",1907,7.725,0.95,11,28.425,NA,"T01"
"56",1908,7.55,1.7,7.75,57.5,NA,"T01"
"57",1909,6.575,0.825,10.75,36.275,NA,"T01"
"58",1910,8.3,2.05,8,52.25,NA,"T01"
"59",1911,7.9,2.775,4.5,55.825,NA,"T01"
"60",1912,8.875,3.75,4,93.975,NA,"T01"
"61",1913,8.975,3.3,4.75,63.975,NA,"T01"
"62",1914,8.5,2.775,7.75,45.375,NA,"T01"
"63",1915,7.925,2.125,7.5,88.45,NA,"T01"
"64",1916,8.075,2.7,6.25,98.575,NA,"T01"
"65",1917,4.625,-0.475,16.75,46.575,NA,"T01"
"66",1918,7.8,1.65,10.75,35.45,NA,"T01"
"67",1919,6.725,1.4,10,74.65,NA,"T01"
"68",1920,9.775,3.125,4.5,56.125,NA,"T01"
"69",1921,9.275,3.225,4.75,39.85,NA,"T01"
"70",1922,8.325,2.025,9.25,52.25,NA,"T01"
"71",1923,8.85,3.35,2,66.275,NA,"T01"
"72",1924,7.75,1.05,13,42.7,NA,"T01"
"73",1925,8.85,2.65,5.5,62.325,NA,"T01"
"74",1926,8.575,2.475,6.75,55.85,NA,"T01"
"75",1927,8.3,2.2,7.5,57.55,NA,"T01"
"76",1928,8.475,2.025,7,67.05,NA,"T01"
"77",1929,6.625,-0.95,16.5,25.275,NA,"T01"
"78",1930,8.35,2.225,7.25,62.35,70.225,"T01"
"79",1931,7.525,1.075,11.25,40.1,75.325,"T01"
"80",1932,8.15,1.575,10.75,31.25,70.2,"T01"
"81",1933,8.575,1.875,10.25,52.85,102.35,"T01"
"82",1934,7.025,0.175,12.5,27.125,86,"T01"
"83",1935,9.55,3.525,3.75,54.875,65.725,"T01"
"84",1936,7.5,1.6,10.75,61.3,63.225,"T01"
"85",1937,8.525,2.25,7,83.325,69.875,"T01"
"86",1938,9.625,2.6,6.25,36.5,80.4,"T01"
"87",1939,8.425,2.35,6.25,63.275,72.475,"T01"
"88",1940,5.975,-0.325,14.25,57.65,70.05,"T01"
"89",1941,6.575,0.575,12.25,56.4,68.7,"T01"
"90",1942,6,0,15,48.6,53.825,"T01"
"91",1943,9.725,3.125,5,56.425,79.475,"T01"
"92",1944,8.05,1.45,9.5,23,73.95,"T01"
"93",1945,8.3,1.85,9,39.4,83.475,"T01"
"94",1946,8.25,1.975,8,51.15,70.6,"T01"
"95",1947,4.65,-0.95,17,66.1,57.85,"T01"
"96",1948,9.775,2.925,6.25,53.325,84.175,"T01"
"97",1949,9.25,2.45,6.75,40.275,86,"T01"
"98",1950,9.425,2.8,6,43.75,78.075,"T01"
"99",1951,6.425,1.075,10.25,72.25,63.85,"T01"
"100",1952,8.1,1.875,8.75,40.15,91.4,"T01"
"101",1953,7.375,0.4,14.25,33.65,84.2,"T01"
"102",1954,7.925,2.1,7.5,43.775,72.925,"T01"
"103",1955,6.75,0.8,13.25,46.725,85.575,"T01"
"104",1956,7.35,0.475,12,51.825,81.55,"T01"
"105",1957,9.875,3.9,5.25,59.125,65.575,"T01"
"106",1958,7.7,1.45,10.75,63.65,70.75,"T01"
"107",1959,7.7,1.875,9,66.6,70.7,"T01"
"108",1960,8.25,2.7,5.25,70.45,60.775,"T01"
"109",1961,9.275,3.15,2.5,62.875,84.1,"T01"
"110",1962,6.9,0.55,12,58.8,85.85,"T01"
"111",1963,3.875,-1.85,18.75,41.15,70.925,"T01"
"112",1964,6.275,1.425,9.75,36.6,52.55,"T01"
"113",1965,7.225,1.05,12.5,37.425,75.9,"T01"
"114",1966,8.2,2.75,6,52.775,69.35,"T01"
"115",1967,9.075,3.175,4,52.725,92.175,"T01"
"116",1968,7.475,1.875,10.25,41.875,80.775,"T01"
"117",1969,6.3,1.225,10.25,56.675,56.125,"T01"
"118",1970,6.7,1.075,10.5,58.625,76.7,"T01"
"119",1971,7.625,2,9,51.05,65.35,"T01"
"120",1972,8.475,2.975,3.5,49.625,60.725,"T01"
"121",1973,8.55,2.25,6.75,31.05,77.8,"T01"
"122",1974,8.9,2.85,5.25,52.575,69.8,"T01"
"123",1975,9.025,3.7,2.75,56.925,58.5,"T01"
"124",1976,8.125,2.275,9.25,18.85,63.775,"T01"
"125",1977,7.35,1.975,8,87.975,63.9,"T01"
"126",1978,7.85,2.075,7.75,58.475,71.45,"T01"
"127",1979,5.625,0.075,13.75,83.2,66.625,"T01"
"128",1980,8.05,2.25,7.5,68.5,72.3,"T01"
"129",1981,8.275,2.975,7.5,55.675,62.1,"T01"
"130",1982,6.825,0.875,9.5,64.85,72.75,"T01"
"131",1983,8.15,2.3,8,43.6,69.7,"T01"
"132",1984,7.7,2.025,5.75,54.25,65.95,"T01"
"133",1985,6.65,0.35,13.75,40.075,74.775,"T01"
"134",1986,6.575,1.05,10.5,60.175,79.775,"T01"
"135",1987,6.875,1.225,11.75,40.5,78.25,"T01"
"136",1988,8.6,3.275,5,54.725,69.875,"T01"
"137",1989,10.275,4.15,2.5,37.225,80.7,"T01"
"138",1990,10.55,4.525,1.75,82.275,81.15,"T01"
"139",1991,7.375,1.6,9.5,45.95,68.225,"T01"
"140",1992,8.2,2.5,8,29,61.45,"T01"
"141",1993,8.525,2.775,5.75,43.225,68.725,"T01"
"142",1994,8.9,3.325,3.5,71.125,86.8,"T01"
"143",1995,9.75,3.125,4.75,76.55,100.9,"T01"
"144",1996,6.45,1.25,12,55.8,62.5,"T01"
"145",1997,8.575,2.6,8,27.95,80.325,"T01"
"146",1998,10.15,4,5,46.2,77.55,"T01"
"147",1999,9.65,3.575,4.5,56.575,66.975,"T01"
"148",2000,9.575,2.925,5.75,49.95,90.125,"T01"
"149",2001,8.2,2.625,8.75,75.225,73.575,"T01"
"150",2002,9.875,3.15,7,47.7,76.3,"T01"
"151",2003,9.55,2.3,9.5,55.5,94.55,"T01"
"152",2004,9.275,2.7,8,53.525,74.225,"T01"
"153",2005,9.125,3.35,6,30.1,67.325,"T01"
"154",2006,7.675,1.7,10.25,39.775,69.8,"T01"
"155",2007,10.375,4.125,4.75,64.975,88.875,"T01"
"156",2008,9.925,3.075,6,62.35,89.725,"T01"
"157",2009,8.375,1.675,10,39.95,92.175,"T01"
"158",2010,7.475,1.075,11,68.425,79.8,"T01"
"159",2011,8.125,1.825,10.75,37.525,62.7,"T01"
"160",2012,10.1,2.875,6,37.85,96.075,"T01"
"161",2013,6.875,1.4,11,71.45,60.625,"T01"
"162",2014,10.45,3.7,1.25,93.475,93.575,"T01"
"163",2015,9,2.075,7.5,42.35,95.4,"T01"
"164",2016,10.525,4.05,3.75,67.15,83.525,"T01"
"165",2017,10.025,3.4,6.75,43.625,75.225,"T01"
"166",2018,8.175,2.1,8.5,61.2,79.95,"T01"
"167",2019,10.475,3.275,6.75,43.525,89.975,"T01"
"168",2020,10.225,3.675,3.75,68.15,97.925,"T01"
"169",2021,8.775,2.725,7.25,74.675,70.5,"T01"
"170",2022,10.6,3.675,4,46.25,88.55,"T01"
"171",1959,NA,NA,NA,NA,NA,"T02"
"172",1960,4.425,-2.15,17.25,NA,41.75,"T02"
"173",1961,5.825,-0.75,14.5,NA,49.8,"T02"
"174",1962,3.85,-2.95,19.75,89.075,45.725,"T02"
"175",1963,2.75,-5.2,23.5,87.625,52.75,"T02"
"176",1964,4.75,-1,15,37.4,38.6,"T02"
"177",1965,4.4,-2.725,20,55.35,46.525,"T02"
"178",1966,3.9,-2.05,16.25,58.85,46.225,"T02"
"179",1967,5.1,-0.125,13,104,48.7,"T02"
"180",1968,4.575,-2.3,19.25,55.95,52.475,"T02"
"181",1969,3.5,-3.025,19.75,78.775,45.25,"T02"
"182",1970,3.6,-2.8,20.75,63.525,57.95,"T02"
"183",1971,5.575,-0.9,16.5,55.175,47.475,"T02"
"184",1972,5.45,-0.375,17.25,94.775,45.775,"T02"
"185",1973,5.825,-1.625,16.25,51.325,65.425,"T02"
"186",1974,5.675,-0.475,13,127.675,40.1,"T02"
"187",1975,6.25,-0.725,16,90.05,59.775,"T02"
"188",1976,5.725,-0.075,16.75,56.45,43.25,"T02"
"189",1977,3.55,-2.35,19,81.25,44.75,"T02"
"190",1978,4.25,-3.15,18.75,83.975,44.925,"T02"
"191",1979,2.525,-3.75,21.25,97.275,53.625,"T02"
"192",1980,4.3,-1.8,19,103.7,36.75,"T02"
"193",1981,5.325,-0.725,18.5,70,52.4,"T02"
"194",1982,3.775,-3.5,18.75,91.05,NA,"T02"
"195",1983,4.625,-1.25,17,105.95,38.7,"T02"
"196",1984,4.125,-1.55,18,138.575,33.875,"T02"
"197",1985,3.95,-2.6,19,68.125,46.775,"T02"
"198",1986,3.2,-2.925,19.5,94.7,53.225,"T02"
"199",1987,3.55,-2.6,22.25,70.225,56.325,"T02"
"200",1988,4.75,-0.675,17,87.4,42.05,"T02"
"201",1989,7.1,1.275,9.25,90.15,59.525,"T02"
"202",1990,5.8,0.075,13,126.625,60.8,"T02"
"203",1991,4.9,-1.6,20,76.375,45,"T02"
"204",1992,6.375,-0.325,15.75,71.55,50.5,"T02"
"205",1993,5.725,-0.2,14.75,82.475,51.075,"T02"
"206",1994,3.7,-1.45,20.25,117.65,43.95,"T02"
"207",1995,4.825,-1.3,18.75,98.15,61.025,"T02"
"208",1996,3.275,-2.05,19.75,73.45,46.875,"T02"
"209",1997,5.65,-0.775,16.75,67.575,60.25,"T02"
"210",1998,6.975,1.225,10.5,69.425,44.625,"T02"
"211",1999,5.625,-0.325,14.25,75.85,53.45,"T02"
"212",2000,6.15,-0.275,15.5,109.675,55.35,"T02"
"213",2001,4.125,-1.7,18,83.825,51.55,"T02"
"214",2002,5.825,-0.5,15,93.775,50.025,"T02"
"215",2003,6.375,-0.775,15.25,59.15,64.925,"T02"
"216",2004,6.1,-1.025,17,76.15,56.75,"T02"
"217",2005,6.6,0.25,14,81.625,42.85,"T02"
"218",2006,4.825,-1.275,16.25,70.875,NA,"T02"
"219",2007,6.825,0.275,13.5,95.45,NA,"T02"
"220",2008,6,-1.45,16.75,107.05,NA,"T02"
"221",2009,5.55,-1.575,17.75,69.7,NA,"T02"
"222",2010,3.4,-5.05,22.75,36,NA,"T02"
"223",2011,4.475,-2.85,20.5,65.25,NA,"T02"
"224",2012,7.325,-0.225,15.25,58.85,NA,"T02"
"225",2013,3.825,-2.55,21,73.25,NA,"T02"
"226",2014,6.25,0.95,10.5,141.9,NA,"T02"
"227",2015,5.4,-1.1,17.25,82.3,NA,"T02"
"228",2016,6.25,-0.8,16.5,168.7,NA,"T02"
"229",2017,7.375,-0.05,16,63.95,NA,"T02"
"230",2018,4.1,-2.025,21.75,54.1,NA,"T02"
"231",2019,6.7,-0.7,14.5,69.9,NA,"T02"
"232",2020,6.325,4.16333634234434e-17,13.25,90.7,NA,"T02"
"233",2021,5.125,-1.425,15.75,85.275,NA,"T02"
"234",2022,6.65,-0.625,16.5,66.7,NA,"T02"
"235",1853,NA,NA,NA,NA,NA,"T03"
"236",1854,NA,NA,NA,49.5,NA,"T03"
"237",1855,NA,NA,NA,51.85,NA,"T03"
"238",1856,NA,NA,NA,43.225,NA,"T03"
"239",1857,NA,NA,NA,78.525,NA,"T03"
"240",1858,NA,NA,NA,34.975,NA,"T03"
"241",1859,NA,NA,NA,66.65,NA,"T03"
"242",1860,NA,NA,NA,58.35,NA,"T03"
"243",1861,NA,NA,NA,83.75,NA,"T03"
"244",1862,NA,NA,NA,68.875,NA,"T03"
"245",1863,NA,NA,NA,54.975,NA,"T03"
"246",1864,NA,NA,NA,48.125,NA,"T03"
"247",1865,NA,NA,NA,75.275,NA,"T03"
"248",1866,8.475,2.5,6,82.95,NA,"T03"
"249",1867,7.625,1.45,8.5,NA,NA,"T03"
"250",1868,9.05,2.975,5,104.675,NA,"T03"
"251",1869,9.125,3.4,3.5,125.9,NA,"T03"
"252",1870,7.5,0.775,10.5,89.925,NA,"T03"
"253",1871,7.9,1.6,8.75,84.275,NA,"T03"
"254",1872,9,2.6,5.25,92.275,NA,"T03"
"255",1873,7.65,1.4,9.25,94.475,NA,"T03"
"256",1874,9.8,3.3,3.25,56.725,NA,"T03"
"257",1875,7.825,1.575,8.25,62.675,NA,"T03"
"258",1876,8.1,1.075,10.75,68.775,NA,"T03"
"259",1877,9.2,2.4,5.75,115.45,NA,"T03"
"260",1878,9.175,2.65,5.5,65.075,NA,"T03"
"261",1879,5.7,-1.125,16.75,46.975,NA,"T03"
"262",1880,8.3,1.525,7.5,50.025,NA,"T03"
"263",1881,5.85,0.675,12.75,56.65,NA,"T03"
"264",1882,8.6,3.5,2.5,61.45,NA,"T03"
"265",1883,6.65,1.35,7.75,80.325,NA,"T03"
"266",1884,8.05,3.075,2.75,85.5,NA,"T03"
"267",1885,7.525,1.25,8.75,65.45,NA,"T03"
"268",1886,6.25,0.75,14,63.975,NA,"T03"
"269",1887,6.95,1.15,10.5,55.05,NA,"T03"
"270",1888,6.625,0.55,13.5,46.85,NA,"T03"
"271",1889,8.025,1.8,8.75,49.275,NA,"T03"
"272",1890,8.475,2.375,5.75,55.45,NA,"T03"
"273",1891,7.375,0.675,10.75,30.3,NA,"T03"
"274",1892,6.825,0.475,12.75,51.9,NA,"T03"
"275",1893,7.675,1.675,8,44.075,NA,"T03"
"276",1894,8.5,1.9,6,81.25,NA,"T03"
"277",1895,5.75,-0.325,13.75,54.35,NA,"T03"
"278",1896,8.225,2.75,3.25,60.2,NA,"T03"
"279",1897,7.55,1.375,8.5,68.75,NA,"T03"
"280",1898,8.6,2.275,7.25,63.225,NA,"T03"
"281",1899,8.825,2.275,7.5,61.05,NA,"T03"
"282",1900,6.6,0.8,9.5,60.075,NA,"T03"
"283",1901,7.55,1.95,5.75,66.975,NA,"T03"
"284",1902,7.025,1.575,9.5,60.9,NA,"T03"
"285",1903,8.425,2.675,4.25,92.8,NA,"T03"
"286",1904,6.8,1.525,6.5,68.5,NA,"T03"
"287",1905,8.25,2.4,3.75,60.825,NA,"T03"
"288",1906,8.05,2.25,7.5,59.5,NA,"T03"
"289",1907,7.775,2.025,7.5,52.55,NA,"T03"
"290",1908,7.825,2,6.75,69.3,NA,"T03"
"291",1909,7.6,2.05,6.75,57.95,NA,"T03"
"292",1910,7.55,1.525,8,74.125,NA,"T03"
"293",1911,8.125,2.125,5.25,54.975,NA,"T03"
"294",1912,8.2,2.475,5,96.1,NA,"T03"
"295",1913,8.35,2.375,4,77.275,NA,"T03"
"296",1914,8.375,2.425,5,71.35,NA,"T03"
"297",1915,7,0.775,10,91.625,NA,"T03"
"298",1916,7.575,1.775,9,81.875,NA,"T03"
"299",1917,6.075,0.575,12.5,59.325,NA,"T03"
"300",1918,8.125,2.35,8.5,62.5,NA,"T03"
"301",1919,7.15,1.275,10,70.075,NA,"T03"
"302",1920,8.875,2.625,4,101.825,NA,"T03"
"303",1921,8.825,2.95,6,69.4,NA,"T03"
"304",1922,8.525,2.625,4.5,68.6,NA,"T03"
"305",1923,8.925,3.375,1.75,80.35,NA,"T03"
"306",1924,7.725,2.025,6.75,54.9,NA,"T03"
"307",1925,8.55,2.7,3.5,70.575,NA,"T03"
"308",1926,8.275,2.525,6.75,70.925,NA,"T03"
"309",1927,8.425,2.45,6,53.7,NA,"T03"
"310",1928,7.875,2.275,4.75,89.35,NA,"T03"
"311",1929,7.85,1.275,10,46.875,NA,"T03"
"312",1930,7.15,0.975,10,84.375,63.925,"T03"
"313",1931,7.4,1.55,7.5,60.6,64.725,"T03"
"314",1932,8.975,2.8,6.5,48.45,61.55,"T03"
"315",1933,8.225,2.125,7.25,76.825,75.225,"T03"
"316",1934,8,2.05,6.75,42.45,65.125,"T03"
"317",1935,9.2,3.775,3.25,69.125,57.8,"T03"
"318",1936,6.85,1.425,10,58.9,57.55,"T03"
"319",1937,7.775,1.75,7.25,85.625,65.1,"T03"
"320",1938,8.8,2.95,4.75,52.85,51.875,"T03"
"321",1939,8.125,2.075,6.5,72.7,60.4,"T03"
"322",1940,7.025,1.275,9.5,77.125,54.875,"T03"
"323",1941,6.775,0.9,10,74.475,67.9,"T03"
"324",1942,7.825,1.95,8,67.05,58.675,"T03"
"325",1943,9.65,3.825,1.75,68.375,71.175,"T03"
"326",1944,8.875,2.425,5,38.825,62.975,"T03"
"327",1945,8.65,2.575,6,64.275,54.625,"T03"
"328",1946,8.9,2.725,4.75,63.325,NA,"T03"
"329",1947,5.475,-0.1,13,73.725,NA,"T03"
"330",1948,8.7,2.75,5,90.95,59.975,"T03"
"331",1949,9.425,2.9,4.25,73.375,74.35,"T03"
"332",1950,9.225,2.825,4.25,65.125,65.1,"T03"
"333",1951,6.275,0.4,11.25,70.625,64.8,"T03"
"334",1952,7.9,1.625,11.25,70.4,64.225,"T03"
"335",1953,8.35,1.675,10,36.575,NA,"T03"
"336",1954,8.275,2.725,6.25,46.15,53.225,"T03"
"337",1955,7.2,0.775,11.75,37.6,72.05,"T03"
"338",1956,7.875,1.7,9.5,61.7,66,"T03"
"339",1957,9.525,3.575,5,91.55,57.325,"T03"
"340",1958,7.725,1.8,8.25,82.525,66.7,"T03"
"341",1959,8.325,1.8,8,68.175,73.675,"T03"
"342",1960,8.225,1.9,8.5,81.275,63.8,"T03"
"343",1961,9,2.575,5.75,68.675,68.175,"T03"
"344",1962,7.45,0.525,11.75,57.875,69.175,"T03"
"345",1963,6.175,-0.2,16.75,70.45,71.775,"T03"
"346",1964,7.625,2.125,7.25,41.275,53.075,"T03"
"347",1965,7.275,0.85,10,67.975,66.5,"T03"
"348",1966,8.3,2.7,4.25,85.875,61.95,"T03"
"349",1967,8.675,2.6,4,74.35,72.45,"T03"
"350",1968,7.775,1.325,10.75,61.575,67,"T03"
"351",1969,6.325,0.5,12.75,68.025,52.7,"T03"
"352",1970,6.925,0.825,12.25,78.05,60.875,"T03"
"353",1971,8.2,2.2,6.5,40.975,58.975,"T03"
"354",1972,8.25,1.875,8,65.9,61.175,"T03"
"355",1973,8.45,2.25,8.5,63.575,57.925,"T03"
"356",1974,8.4,2.5,5,69.225,57.625,"T03"
"357",1975,8.725,2.825,5.5,65.45,69.05,"T03"
"358",1976,7.975,2.725,6.25,48.25,42.625,"T03"
"359",1977,6.35,1.15,10.5,88.125,47.9,"T03"
"360",1978,7.325,1.95,8,69.85,61.75,"T03"
"361",1979,5.625,0.0250000000000001,15.5,79.825,65.125,"T03"
"362",1980,7.025,1.175,11.75,85.275,58.925,"T03"
"363",1981,8.45,2.6,5,76.525,49.225,"T03"
"364",1982,7.125,0.975,11,79.1,63.95,"T03"
"365",1983,7.725,1.975,8,76.2,51,"T03"
"366",1984,7.375,1.725,8.5,99.85,45.475,"T03"
